ISO_NO	JOINT	JOINT_TYPE	Size	Thk	BASE_METAL	Test_Package_No	FITUP_DATE	WELD_DATE	SP_ERECTION_DATE	RT_RESULT	PWHT_Result	PT_Result	05-History_Sheet_Status	07-Line_Check_RESULT	08-Cleaning_RESULT	09-H/V_Test_RESULT	10-FL/DRY_RESULT	14-Reinstatement_RESULT	16-Face_Cleaning_RESULT
ISO-56001	0002	BW	12	6.35	CS	56-CWS-020	10/4/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56001	0003	BW	12	6.35	CS	56-CWS-020	10/24/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56001	0004	BW	12	6.35	CS	56-CWS-020	4/13/2017	4/23/2017	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56001	0005	BW	12	6.35	CS	56-CWS-020	11/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56001	0001RWTN	BW	12	6.35	CS	56-CWS-020	1/19/2021	1/20/2021	2/7/2021	ACC		Acc	ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56002	0002	BW	3	5.49	CS	57-CWS-040	4/13/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56002	0003	BW	3	5.49	CS	57-CWS-040	4/13/2017	2/2/2020	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56002	0004	BW	3	5.49	CS	57-CWS-040	4/13/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56002	0001TN	BW	3	5.49	CS	57-CWS-040	3/12/2018	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56003	0001	BW	12	6.35	CS	56-CWS-020	11/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0002	BW	12	6.35	CS	56-CWS-020	4/13/2017	4/23/2017	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0003	BW	12	6.35	CS	56-CWS-020	10/24/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0004	BW	12	6.35	CS	56-CWS-020	10/4/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0006	BW	12	6.35	CS	56-CWS-020	10/30/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0005CM	BR	3	6.35	CS	56-CWS-020	2/21/2018	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0004ACM	BW	12	6.35	CS	56-CWS-020	2/21/2018	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0005ACM	BW	12	6.35	CS	56-CWS-020	2/21/2018	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0005-1CM	PI	3	6.35	CS	56-CWS-020	2/26/2018	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56003	0005-2CM	PO	4.5	6.35	CS	56-CWS-020	2/26/2018	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	Pending	
ISO-56004	0001	BW	14	6.35	CS	56-FW-UG-011	6/9/2021	6/11/2021	1/25/2022				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0002	BW	14	6.35	CS	56-FW-UG-011	7/22/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0003	BW	14	6.35	CS	56-FW-UG-011	4/10/2017	5/9/2017	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0004	BR	8	6.35	CS	56-FW-UG-011	7/5/2017	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0005	BR	6	6.35	CS	56-FW-UG-011	7/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0006	BW	6	7.11	CS	56-FW-UG-011	4/9/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0007	BW	14	6.35	CS	56-FW-UG-011	7/3/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0008	BW	14	6.35	CS	56-FW-UG-011	6/26/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0009	BR	4	6.35	CS	56-FW-UG-011	7/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0011	BW	14	6.35	CS	56-FW-UG-011	6/27/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0012	BR	8	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0014	BR	8	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0015	BR	6	6.35	CS	56-FW-UG-011	7/6/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0016	BW	6	7.11	CS	56-FW-UG-011	4/9/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0009A	BW	4	6.02	CS	56-FW-UG-011	10/12/2020	10/16/2020	2/7/2021	ACC			ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0004-1	PI	8	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0004-2	PO	12	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0005-1	PI	6	6.35	CS	56-FW-UG-011	7/6/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0005-2	PO	9	6.35	CS	56-FW-UG-011	7/6/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0009-1	PI	4	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0009-2	PO	6	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0010DM	BW	4	6.02	CS	56-FW-UG-011	10/12/2020	10/16/2020	2/7/2021	ACC			ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0012-1	PI	8	6.35	CS	56-FW-UG-011	7/8/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0012-2	PO	12	6.35	CS	56-FW-UG-011	7/8/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0014-1	PI	8	6.35	CS	56-FW-UG-011	7/9/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0014-2	PO	12	6.35	CS	56-FW-UG-011	7/9/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0015-1	PI	6	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56004	0015-2	PO	9	6.35	CS	56-FW-UG-011	7/7/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56005	0001	BW	14	6.35	CS	57-FW-022	11/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0002	BR	8	6.35	CS	57-FW-022	9/23/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0003	BW	14	6.35	CS	57-FW-022	9/19/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0004	BW	14	6.35	CS	57-FW-022	9/14/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0005	BR	6	6.35	CS	57-FW-022	9/20/2017	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0006	BW	6	7.11	CS	57-FW-022	4/9/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0007	BW	14	6.35	CS	57-FW-022	9/7/2017	2/2/2020	8/16/2018	ACC		Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0008	BR	8	6.35	CS	57-FW-022	9/23/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0009	BW	14	6.35	CS	57-FW-022	4/11/2017	5/9/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0010	BW	14	6.35	CS	57-FW-022	4/15/2017	5/9/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0011	BW	14	6.35	CS	57-FW-022	9/6/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0012	BW	14	6.35	CS	57-FW-022	4/15/2017	5/9/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0002-1	PI	8	6.35	CS	57-FW-022	9/25/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0002-2	PO	12	6.35	CS	57-FW-022	9/25/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0005-1	PI	6	6.35	CS	57-FW-022	9/20/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0005-2	PO	9	6.35	CS	57-FW-022	9/20/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0008-1	PI	8	6.35	CS	57-FW-022	9/25/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56005	0008-2	PO	12	6.35	CS	57-FW-022	9/25/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0001	BW	10	6.35	CS	56-FW-033	1/17/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0002	BW	10	6.35	CS	56-FW-033	4/10/2017	4/23/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0003	BW	10	6.35	CS	56-FW-033	1/17/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0004	BW	10	6.35	CS	56-FW-033	4/9/2017	2/2/2020	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0005	BW	10	6.35	CS	56-FW-033	1/24/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0006	BR	4	6.35	CS	56-FW-033	2/2/2020	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0007	BW	4	6.02	CS	56-FW-033	1/28/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0008	BW	4	6.02	CS	56-FW-033	4/10/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0011	BR	4	6.35	CS	56-FW-033	2/2/2020	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0012	BW	10	6.35	CS	56-FW-033	4/10/2017	4/23/2017	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0013	BW	6	7.11	CS	56-FW-033	2/2/2020	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0017	BW	10	6.35	CS	56-FW-033	1/25/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0019	BR	2	6.35	CS	56-FW-033	1/28/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0006-1	PI	4	6.35	CS	56-FW-033	2/4/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0006-2	PO	6	6.35	CS	56-FW-033	2/4/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0011-1	PI	4	6.35	CS	56-FW-033	2/4/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0011-2	PO	6	6.35	CS	56-FW-033	2/4/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0019-1	PI	2	6.35	CS	56-FW-033	2/5/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0019-2	PO	3	6.35	CS	56-FW-033	2/5/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0020TN	BW	10	6.35	CS	61-FW-074	11/28/2019	2/2/2020	1/18/2020	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0008ARW	BW	4	6.02	CS	56-FW-033	11/11/2022	11/11/2022	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56006	0009DMRW	BW	4	6.02	CS	56-FW-033	11/11/2022	11/11/2022	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56007	0001	BW	8	6.35	CS	57-FW-022	4/12/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56008	0001	BW	8	6.35	CS	57-FW-022	4/12/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56009	0001	BW	8	6.35	CS	56-FW-UG-011	4/11/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56010	0001	BW	8	6.35	CS	56-FW-UG-011	4/12/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56011	0001	BW	8	6.35	CS	56-FW-UG-011	4/11/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	Pending		ACC
ISO-56012	0001	BW	2	3.91	CS	56-FW-033	1/31/2018	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56012	0002	BW	2	3.91	CS	56-FW-033	4/12/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56013	0001	BW	8	8.18	GALV	61-FW-UG-213	7/17/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56013	0002	BW	8	8.18	GALV	61-FW-UG-213	5/6/2017	5/11/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56013	0003	BW	8	8.18	GALV	61-FW-UG-213	5/6/2017	5/11/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0001	BW	8	8.18	GALV	56-FW-UG-220	4/15/2017	4/26/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0005	BW	8	8.18	GALV	56-FW-UG-220	4/15/2017	4/28/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0008	THD	0.5	3.73	GALV	56-FW-UG-220	1/1/2021	1/1/2021	2/7/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0009	THD	0.5	3.73	GALV	56-FW-UG-220	1/1/2021	1/1/2021	2/7/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0011	BW	8	8.18	GALV	56-FW-UG-220	4/15/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0012	OLET	2	23	GALV	56-FW-UG-220	11/15/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0013	THD	2	3.91	GALV	56-FW-UG-220	12/2/2020	12/2/2020	12/16/2020				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0014	THD	2	3.91	GALV	56-FW-UG-220	12/2/2020	12/2/2020	12/16/2020				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0015	BW	8	8.18	GALV	56-FW-UG-220	4/15/2017	2/2/2020	12/16/2020				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0016	BW	8	8.18	GALV	56-FW-UG-220	4/13/2017	4/22/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0017	BW	8	8.18	GALV	56-FW-UG-220	7/16/2019	2/2/2020	2/7/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0018	BW	8	8.18	GALV	56-FW-UG-220	4/21/2017	5/1/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0020	BW	8	8.18	GALV	56-FW-UG-220	4/13/2017	4/30/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0021	BW	8	8.18	GALV	56-FW-UG-220	4/13/2017	4/30/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0022	BW	8	8.18	GALV	56-FW-014	4/14/2017	4/23/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0023	BW	8	8.18	GALV	56-FW-014	4/14/2017	4/23/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0024	BW	8	8.18	GALV	56-FW-014	8/20/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0025	BW	8	8.18	GALV	56-FW-014	9/5/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0026	BW	8	8.18	GALV	56-FW-014	8/21/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0027	BW	8	8.18	GALV	56-FW-014	4/13/2017	4/25/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0028	OLET	0.75	16	GALV	56-FW-014	8/19/2017	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0029	THD	0.75	3.91	GALV	56-FW-014	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0030	THD	0.75	3.91	GALV	56-FW-014	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0031	THD	0.75	3.91	GALV	56-FW-014	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0032	BW	8	8.18	GALV	56-FW-014	8/22/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0033	BW	8	8.18	GALV	56-FW-014	8/22/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0034	BW	8	8.18	GALV	56-FW-014	8/24/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0035	BW	8	8.18	GALV	56-FW-014	5/11/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0036	BW	8	8.18	GALV	56-FW-014	4/16/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0037	BW	8	8.18	GALV	56-FW-014	8/21/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0038	BW	8	8.18	GALV	56-FW-014	4/15/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0039	BW	8	8.18	GALV	56-FW-014	4/21/2017	4/22/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0019A	BW	8	8.18	GALV	56-FW-UG-220	5/15/2019	2/2/2020	2/7/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0032A	BW	8	8.18	GALV	56-FW-014	8/16/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0033A	BW	8	8.18	GALV	56-FW-014	8/17/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0034A	BW	8	8.18	GALV	56-FW-014	8/26/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56014	0002RW	BW	8	8.18	GALV	56-FW-UG-220	2/3/2021	2/5/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0004DM	BW	8	8.18	GALV	56-FW-UG-220	5/15/2019	2/2/2020	12/16/2020	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0003DMRW	BW	8	8.18	GALV	56-FW-UG-220	2/3/2021	2/5/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0006DMRW	BW	8	8.18	GALV	56-FW-UG-220	12/16/2020	12/19/2020	2/7/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56014	0019DMRW	BW	8	8.18	GALV	56-FW-UG-220	2/3/2021	2/4/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-56015	0002	BW	8	8.18	GALV	56-FW-UG-221	4/16/2017	5/5/2017	2/7/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0005	BW	8	8.18	GALV	56-FW-UG-221	4/27/2017	5/6/2017	2/7/2021	ACC			ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0007	OLET	0.5	12	GALV	56-FW-UG-221	12/3/2020	12/4/2020	2/7/2021			Acc	ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0008	THD	0.5	3.73	GALV	56-FW-UG-221	12/9/2020	12/9/2020	2/7/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0009	THD	0.5	3.73	GALV	56-FW-UG-221	12/9/2020	12/9/2020	2/7/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0010	BW	8	8.18	GALV	56-FW-UG-221	4/16/2017	5/6/2017	2/7/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0011	BW	8	8.18	GALV	56-FW-UG-221	2/4/2021	2/6/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0013	THD	2	5.54	GALV	56-FW-UG-221	2/6/2021	2/6/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0014	THD	2	5.54	GALV	56-FW-UG-221	2/6/2021	2/6/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0015	BW	8	8.18	GALV	56-FW-UG-221	2/4/2021	2/6/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0016	BW	8	8.18	GALV	56-FW-UG-221	5/31/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0018	BW	8	8.18	GALV	56-FW-UG-221	4/17/2017	5/6/2017	1/30/2018	ACC			ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0020	BW	8	8.18	GALV	56-FW-UG-221	4/17/2017	5/6/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0021	BW	8	8.18	GALV	56-FW-UG-221	4/17/2017	5/6/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0022	BW	8	8.18	GALV	56-FW-015	4/17/2017	4/30/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0023	BW	8	8.18	GALV	56-FW-015	4/17/2017	5/1/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0024	BW	8	8.18	GALV	56-FW-015	4/17/2017	5/1/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0025	BW	8	8.18	GALV	56-FW-015	8/20/2017	2/2/2020	8/16/2018	ACC			ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0026	OLET	0.75	16	GALV	56-FW-015	8/17/2017	2/2/2020	8/16/2018			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0027	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0028	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0029	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0030	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0031	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0032	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0033	THD	0.75	3.91	GALV	56-FW-015	10/6/2017	10/6/2017	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0034	BW	8	8.18	GALV	56-FW-015	8/21/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0035	BW	8	8.18	GALV	56-FW-015	8/22/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0036	BW	8	8.18	GALV	56-FW-015	8/28/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0037	BW	8	8.18	GALV	56-FW-015	4/17/2017	4/27/2017	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0038	BW	8	8.18	GALV	56-FW-015	5/21/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0039	BW	8	8.18	GALV	56-FW-015	8/21/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0040	BW	8	8.18	GALV	56-FW-015	5/9/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0041	BW	8	8.18	GALV	56-FW-015	5/9/2017	2/2/2020	1/30/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0019A	BW	8	8.18	GALV	56-FW-UG-221	5/18/2019	2/2/2020	2/7/2021				ACC	ACC	ACC	ACC	ACC		ACC
ISO-56015	0034A	BW	8	8.18	GALV	56-FW-015	8/16/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-56015	0035A	BW	8	8.18	GALV	56-FW-015	8/16/2017	2/2/2020	8/16/2018				ACC	ACC	ACC	ACC	ACC	ACC	
