ISO_NO	JOINT	JOINT_TYPE	Size	Thk	BASE_METAL	Test_Package_No	FITUP_DATE	WELD_DATE	SP_ERECTION_DATE	RT_RESULT	PWHT_Result	PT_Result	05-History_Sheet_Status	07-Line_Check_RESULT	08-Cleaning_RESULT	09-H/V_Test_RESULT	10-FL/DRY_RESULT	14-Reinstatement_RESULT	16-Face_Cleaning_RESULT
ISO-61038	0061	THD	3	5.49	GALV	61-PW-UG-216A	2/18/2021	2/18/2021	2/22/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61038	0062	THD	3	5.49	GALV	61-PW-UG-216A	2/25/2021	2/25/2021	2/27/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61038	0041CM	THD	2	5.54	GALV	61-PW-UG-216A	5/4/2021	5/4/2021	7/17/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61038	0054CM	THD	3	5.49	GALV	61-PW-UG-216A	5/4/2021	5/4/2021	7/17/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0001	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0002	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0003	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0004	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0005	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0006	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0007	THD	2	3.91	GALV	61-PW-UG-216A	11/17/2020	11/17/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61039	0008	THD	2	3.91	GALV	61-PW-UG-216A	3/31/2021	3/31/2021	6/6/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61040	0001	BW	10	4.19	SS	61-ROW-UG-KC-235	1/5/2021	1/25/2021	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0002	BW	8	3.76	SS	61-ROW-UG-KC-235	10/21/2020	10/29/2020	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0003	BW	8	3.76	SS	61-ROW-UG-KC-235	5/25/2024	5/26/2024	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0004	BW	8	3.76	SS	61-ROW-UG-KC-235	10/21/2020	10/28/2020	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0005	BW	8	3.76	SS	61-ROW-UG-KC-235	5/23/2024	5/24/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0006	BW	8	3.76	SS	61-ROW-UG-KC-235	10/21/2020	10/29/2020	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0007	BW	8	3.76	SS	61-ROW-UG-KC-235	5/23/2024	5/24/2024	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0008	BW	8	3.76	SS	61-ROW-UG-KC-235	10/21/2020	10/28/2020	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61040	0009	BW	8	3.76	SS	61-ROW-UG-KC-235	1/1/2021	1/25/2021	8/19/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0001TN	BW	3	5.49	CS	61-SRW-UG-KC-236							ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0002	BW	3	5.49	CS	61-SRW-UG-KC-236	5/25/2024	5/26/2024	8/20/2024				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0003	BW	3	5.49	CS	61-SRW-UG-KC-236	5/24/2024	5/26/2024	8/20/2024	ACC			ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0004	BW	3	5.49	CS	61-SRW-UG-KC-236	1/30/2019	2/2/2020	6/6/2021				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0005	BW	3	5.49	CS	61-SRW-UG-KC-236	1/30/2019	2/2/2020	6/6/2021				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0006	BW	3	5.49	CS	61-SRW-UG-KC-236	1/30/2019	2/2/2020	6/6/2021				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0007	BW	3	5.49	CS	61-SRW-UG-KC-236	2/6/2019	2/2/2020	6/6/2021				ACC	ACC	ACC	ACC	ACC	Pending	Pending
ISO-61041	0008	BW	3	5.49	CS	61-SRW-UG-131A	1/30/2019	2/2/2020	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0009	OLET	0.75	16	CS	61-SRW-UG-131A	1/2/2021	1/13/2021	1/9/2021			Acc	ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0010	SW	0.75	3.91	CS	61-SRW-UG-131A	1/12/2021	1/13/2021	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0011	SW	0.75	3.91	CS	61-SRW-UG-131A	1/12/2021	1/13/2021	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0012	SW	0.75	3.91	CS	61-SRW-UG-131A	3/4/2021	3/4/2021	6/6/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0013	THD	0.75	3.91	CS	61-SRW-UG-131A	10/1/2024	10/1/2024	11/5/2024				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0014	OLET	0.75	16	CS	61-SRW-UG-131A	1/2/2021	3/3/2021	6/6/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0015	SW	0.75	3.91	CS	61-SRW-UG-131A	1/12/2021	3/3/2021	6/6/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0016	SW	0.75	3.91	CS	61-SRW-UG-131A	1/12/2021	3/3/2021	6/6/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0017	SW	0.75	3.91	CS	61-SRW-UG-131A	10/1/2024	10/2/2024	11/5/2024				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0018	BW	3	5.49	CS	61-SRW-UG-131A	1/30/2019	2/2/2020	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0019	BW	4	6.02	CS	61-SRW-UG-131A	1/30/2019	2/2/2020	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0020	OLET	1.5	21	CS	61-SRW-UG-131A	1/2/2021	1/13/2021	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0021	SW	1.5	5.08	CS	61-SRW-UG-131A	1/12/2021	1/13/2021	2/10/2021			Acc	ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0023	BW	4	6.02	CS	61-SRW-UG-131A	1/3/2021	1/9/2021	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0024	BW	3	5.49	CS	61-SRW-UG-131A	2/19/2019	2/2/2020	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0025	BW	3	5.49	CS	61-SRW-UG-131A	2/19/2019	2/2/2020	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0026	BW	3	5.49	CS	61-SRW-UG-131A	1/3/2021	1/9/2021	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0027	BW	3	5.49	CS	61-SRW-UG-131A	5/9/2019	2/2/2020	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0028	BW	3	5.49	CS	61-SRW-UG-131A	1/3/2021	1/10/2021	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0029	BW	3	5.49	CS	61-SRW-UG-131A	2/17/2019	2/2/2020	2/10/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0030	BW	3	5.49	CS	61-SRW-UG-131A	1/5/2021	1/11/2021	2/10/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0031	BW	3	5.49	CS	61-SRW-UG-131A	11/3/2020	1/11/2021	2/10/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0032	BW	3	5.49	CS	61-SRW-UG-131A	1/7/2021	1/11/2021	2/10/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0033	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0034	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0035	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0036	BW	3	5.49	CS	61-SRW-UG-131A	2/10/2021	2/12/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0037	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0038	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0039	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0040	BW	3	5.49	CS	61-SRW-UG-131A	2/10/2021	2/13/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0041	BW	3	5.49	CS	61-SRW-UG-131A	2/10/2021	2/13/2021	2/15/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0027A	BW	3	5.49	CS	61-SRW-UG-131A	1/6/2021	1/10/2021	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0028A	BW	3	5.49	CS	61-SRW-UG-131A	1/6/2021	1/10/2021	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0030A	BW	3	5.49	CS	61-SRW-UG-131A	1/6/2021	1/10/2021	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61041	0035A	BW	3	5.49	CS	61-SRW-UG-131A	2/2/2019	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61042	0001	BW	2	3.91	CS	61-SRW-UG-131A	1/12/2021	3/3/2021	4/12/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61042	0002	BW	2	3.91	CS	61-SRW-UG-131A	1/5/2021	1/11/2021	4/12/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61043	0001	BW	2	3.91	CS	61-SRW-UG-131A	1/5/2021	1/10/2021	1/9/2021				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61043	0003	BW	2	3.91	CS	61-SRW-UG-131A	1/8/2019	2/2/2020	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61043	0002C1	BW	2	3.91	CS	61-SRW-UG-131A	6/26/2019	2/2/2020	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61043	0004C1	BW	2	3.91	CS	61-SRW-UG-131A	6/26/2019	2/2/2020	1/9/2021	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61044	0001	BR	12	6.35	CS	61-WWO-064	5/28/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61044	0002	BW	28	9.53	CS	61-WWO-064	2/2/2020	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61044	0003	FW	28	3	CS	61-WWO-064	2/19/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61045	0001	FW	30	3	CS	61-WWO-062	4/24/2019	2/2/2020	6/20/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61045	0002	BR	12	6.35	CS	61-WWO-062	5/2/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61045	0003	BW	30	9.53	CS	61-WWO-062	5/6/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61045	0004	BW	30	9.53	CS	61-WWO-062	5/2/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61045	000SL-01	FW	34	3	CS	61-WWO-062	7/29/2019	2/2/2020	9/4/2018				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61046	0001	FW	16	3	CS	61-WWO-087	12/19/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61046	0002	BW	16	6.35	CS	61-WWO-087	12/16/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61046	0003	BW	16	6.35	CS	61-WWO-087	12/17/2018	2/2/2020	11/21/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61046	0004	FW	16	3	CS	61-WWO-087	1/2/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61047	0001	FW	16	3	CS	61-WWO-087	1/10/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61047	0002	BW	16	6.35	CS	61-WWO-087	9/13/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61047	0003	BW	16	6.35	CS	61-WWO-087	12/17/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61047	0004	FW	16	3	CS	61-WWO-087	1/2/2019	2/2/2020	11/21/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61048	0001	FW	16	3	CS	61-WWO-088	12/20/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61048	0002	BW	16	6.35	CS	61-WWO-088	12/17/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61048	0003	FW	16	3	CS	61-WWO-088	1/2/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61048	0001A	BW	16	6.35	CS	61-WWO-088	4/22/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61048	000SL-01	SL	20	9.53	CS	61-WWO-088	10/23/2019	10/23/2019	1/18/2020				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0001	FW	30	3	CS	61-WWO-062	2/19/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0002	BW	30	9.53	CS	61-WWO-062	12/30/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0003	BW	30	9.53	CS	61-WWO-062	12/28/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0004	BW	30	9.53	CS	61-WWO-062	12/28/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0005	BW	30	9.53	CS	61-WWO-062	5/7/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0006	BW	30	9.53	CS	61-WWO-062	12/29/2018	2/2/2020	6/20/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61049	0007	FW	30	3	CS	61-WWO-062	2/19/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61050	0002	BW	16	6.35	CS	61-WWO-063	12/16/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61050	0003	BW	16	6.35	CS	61-WWO-063	12/17/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61050	0004	FW	16	3	CS	61-WWO-063	1/11/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0001	FW	16	3	CS	61-WWO-073	2/19/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0002	BW	16	6.35	CS	61-WWO-073	6/3/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0003	BR	12	6.35	CS	61-WWO-073	8/5/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0004	BW	16	6.35	CS	61-WWO-073	5/7/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0005	BW	16	6.35	CS	61-WWO-073	1/8/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0006	BW	16	6.35	CS	61-WWO-073	1/8/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0007	BW	16	6.35	CS	61-WWO-073	1/8/2019	2/2/2020	6/20/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0008	FW	16	3	CS	61-WWO-073	1/10/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0002A	BW	16	6.35	CS	61-WWO-073	7/16/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61051	0003A	BW	16	6.35	CS	61-WWO-073	5/17/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61052	0001	FW	12	3	CS	61-WWO-062	4/27/2019	2/2/2020	6/20/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61052	0002	BW	12	6.35	CS	61-WWO-062	12/25/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61052	0003	BW	12	6.35	CS	61-WWO-062	5/4/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61053	0001	BW	4	6.02	CS	61-WWO-UG-321	12/29/2018	2/2/2020	4/12/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61053	0002	BW	4	6.02	CS	61-WWO-UG-321	12/29/2018	2/2/2020	4/12/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61053	0003	BW	4	6.02	CS	61-WWO-UG-321	2/26/2021	2/27/2021	4/12/2021			Acc	ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0001	BW	4	6.02	CS	61-WWO-UG-187	2/2/2020	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0002	BW	4	6.02	CS	61-WWO-UG-187	2/2/2020	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0003	BW	4	6.02	CS	61-WWO-UG-187	10/17/2020	10/28/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0004	BW	4	6.02	CS	61-WWO-UG-187	2/2/2020	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0005	BW	4	6.02	CS	61-WWO-UG-187	2/2/2020	2/2/2020	2/10/2021			Acc	ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0006	BW	4	6.02	CS	61-WWO-UG-187	10/17/2020	10/28/2020	2/10/2021	ACC			ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0007	BW	4	6.02	CS	61-WWO-UG-187	2/2/2020	2/2/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61054	0008	BW	4	6.02	CS	61-WWO-UG-187	11/26/2020	11/26/2020	2/10/2021				ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61055	0001	BW	18	6.35	CS	61-WWO-UG-201	2/19/2019	2/2/2020	2/10/2021			Acc	ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61055	0002	FW	18	3	CS	61-WWO-UG-201	2/19/2019	2/2/2020	2/10/2021			Acc	ACC	ACC	ACC	ACC	N/A	ACC	
ISO-61056	0001	BW	12	6.35	CS	62-WWO-078	12/27/2018	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61056	0001A	FW	12	3	CS	62-WWO-078	6/30/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61056	0001B	BW	12	6.35	CS	62-WWO-078	6/30/2019	2/2/2020	11/21/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61057	0001	FW	16	3	CS	61-WWO-073	12/20/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61057	0002	BW	16	6.35	CS	61-WWO-073	12/17/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61057	0003	FW	16	3	CS	61-WWO-073	1/4/2019	2/2/2020	6/20/2019			Acc	ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61058	0001	FW	16	3	CS	61-WWO-073	12/18/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61058	0002	BW	16	6.35	CS	61-WWO-073	12/17/2018	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61058	0003	FW	16	3	CS	61-WWO-073	1/4/2019	2/2/2020	6/20/2019				ACC	ACC	ACC	ACC	ACC	ACC	
ISO-61059	0001	BW	4	6.02	CS	61-WWO-UG-KC-208	12/23/2018	2/2/2020	8/27/2024										
ISO-61059	0002	BW	4	6.02	CS	61-WWO-UG-KC-208	12/23/2018	2/2/2020	8/27/2024										
ISO-61059	0003	BW	4	6.02	CS	61-WWO-UG-KC-208	12/23/2018	2/2/2020	8/27/2024										
ISO-61059	0004	FW	4	3	CS	61-WWO-UG-KC-208	12/26/2019	2/2/2020	8/27/2024										
ISO-61060	0001	BW	4	6.02	CS	61-WWO-UG-KC-177	12/23/2018	2/2/2020	12/2/2021			Acc	ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0002	BW	4	6.02	CS	61-WWO-UG-KC-177	12/23/2018	2/2/2020	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0003	BW	4	6.02	CS	61-WWO-UG-KC-177	12/23/2018	2/2/2020	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0004	BW	4	6.02	CS	61-WWO-UG-KC-177	11/23/2021	11/24/2021	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0007	BW	4	6.02	CS	61-WWO-UG-KC-177	11/23/2021	11/24/2021	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0008	BW	4	6.02	CS	61-WWO-UG-KC-177	12/22/2018	2/2/2020	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61060	0009	BW	4	6.02	CS	61-WWO-UG-KC-177	11/23/2021	11/25/2021	12/2/2021				ACC	ACC	ACC	ACC	ACC	ACC	N/A
ISO-61061	0001	BW	2	5.54	CS	61-WWO-UG-KC-268													
ISO-61061	0002	BW	3	5.49	CS	61-WWO-UG-KC-268	1/30/2019	2/2/2020	8/27/2024										
ISO-61061	0003	BW	3	5.49	CS	61-WWO-UG-KC-268	1/30/2019	2/2/2020	8/27/2024	ACC									
ISO-61061	0004	OLET	0.75	16	CS	61-WWO-UG-KC-268													
ISO-61061	0005	SW	0.75	3.91	CS	61-WWO-UG-KC-268													
ISO-61061	0006	SW	0.75	3.91	CS	61-WWO-UG-KC-268													
ISO-61061	0007	SW	0.75	3.91	CS	61-WWO-UG-KC-268													
ISO-61061	0008	BW	3	5.49	CS	61-WWO-UG-KC-268	1/30/2019	2/2/2020	8/27/2024										
ISO-61061	0009	BW	3	5.49	CS	61-WWO-UG-KC-173	1/30/2019	2/2/2020	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0010	BW	3	5.49	CS	61-WWO-UG-KC-173	12/21/2021	12/23/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0011	BW	3	5.49	CS	61-WWO-UG-KC-173	12/21/2021	12/23/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0012	OLET	0.75	16	CS	61-WWO-UG-KC-173	12/16/2021	12/19/2021	1/4/2022			ACC	ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0013	SW	0.75	3.91	CS	61-WWO-UG-KC-173	12/16/2021	12/19/2021	1/4/2022			ACC	ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0014	SW	0.75	3.91	CS	61-WWO-UG-KC-173	12/21/2021	12/23/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0016	BW	3	5.49	CS	61-WWO-UG-KC-173	1/30/2019	2/2/2020	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0017	BW	3	5.49	CS	61-WWO-UG-KC-173	1/30/2019	2/2/2020	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0018	BW	3	5.49	CS	61-WWO-UG-KC-173	12/16/2021	12/24/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0019	BW	3	5.49	CS	61-WWO-UG-KC-173	12/16/2021	12/24/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0020	BW	3	5.49	CS	61-WWO-UG-KC-173	12/16/2021	12/19/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0021	BW	3	5.49	CS	61-WWO-UG-KC-173	12/16/2021	12/19/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0023	BW	3	5.49	CS	61-WWO-UG-KC-173	5/8/2019	2/2/2020	1/4/2022	ACC			ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0024	BW	3	5.49	CS	61-WWO-UG-KC-173	10/22/2019	10/23/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0025	BW	3	5.49	CS	61-WWO-UG-KC-173	10/22/2019	10/23/2021	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0026	BW	3	5.49	CS	61-WWO-UG-KC-173	2/19/2019	2/2/2020	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
ISO-61061	0027	BW	3	5.49	CS	61-WWO-UG-KC-173	2/19/2019	2/2/2020	1/4/2022				ACC	ACC	ACC	ACC	ACC	ACC	ACC
